,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
601,EMP_602,Glen Baswall,"Natural Language Processing (NLP),PyTorch,Problem-Solving Skills,UI/UX Design Principles,Kotlin","Rejected,Approved,Rejected,Approved,Rejected","Natural Language Processing (NLP),PyTorch,Problem-Solving Skills,UI/UX Design Principles,Kotlin","Advanced,Advanced,Advanced,Advanced,Advanced","Data Visualization,MySQL,Technical Writing,MySQL,Kotlin,Scrum,Documentation,Kubernetes,Vue.js,Kubernetes,Flask,Troubleshooting"
602,EMP_603,Hilario Townby,"Adobe XD,RESTful APIs,Selenium,Attention to Detail,Django","Rejected,Approved,Rejected,Approved,Rejected","Adobe XD,RESTful APIs,Selenium,Attention to Detail,Django","Intermediate,Intermediate,Intermediate,Beginner,Intermediate","Vue.js,Business Analysis,Microservices,HTML,Ruby,Git,Communication,Requirements Analysis,PHP,DevOps,Cryptography,Behavior-Driven Development"
603,EMP_604,Trey Eastwell,"Google Cloud Platform,Android Studio,Spark),Java,Python","Rejected,Approved,Approved,Rejected,Approved","Google Cloud Platform,Android Studio,Spark),Java,Python","Intermediate,Beginner,Beginner,Advanced,Beginner","Docker,Business Analysis,Cryptography,Scrum,Git,Continuous Deployment,Artificial Intelligence,Business Analysis,Network Security,Azure,Kubernetes,GraphQL"
604,EMP_605,Dawna Dorey,"Adaptability,HTML/CSS,PyTorch,Customer Service Skills,Teamwork and Collaboration","Rejected,Approved,Rejected,Approved,Rejected","Adaptability,HTML/CSS,PyTorch,Customer Service Skills,Teamwork and Collaboration","Intermediate,Intermediate,Advanced,Intermediate,Beginner","Containerization,Network Security,JavaScript,Cybersecurity,Information Security,Continuous Integration,Documentation,Node.js,Artificial Intelligence,Collaboration,Google Cloud Platform,Scrum"
605,EMP_606,Gilberta Stebles,"Project Management Skills,Ethereum),TensorFlow,PostgreSQL,Arduino","Approved,Approved,Approved,Approved,Rejected","Project Management Skills,Ethereum),TensorFlow,PostgreSQL,Arduino","Advanced,Intermediate,Beginner,Beginner,Beginner","CSS,.NET,Kubernetes,User Stories,Cryptography,Documentation,Continuous Integration,Troubleshooting,User Stories,HTML,Swift,.NET"
606,EMP_607,Cristionna Marston,"Oracle,Leadership Abilities,Flask,Python,Kotlin","Approved,Approved,Approved,Rejected,Rejected","Oracle,Leadership Abilities,Flask,Python,Kotlin","Beginner,Intermediate,Beginner,Intermediate,Advanced",".NET,SQL,Collaboration,Documentation,Data Visualization,Microservices,Microservices,Data Visualization,Machine Learning,Objective-C,CSS,Cryptography"
607,EMP_608,Zorine Rawdales,"Communication Skills,PyTorch,MySQL,HTML/CSS,Django","Rejected,Rejected,Rejected,Approved,Approved","Communication Skills,PyTorch,MySQL,HTML/CSS,Django","Beginner,Advanced,Intermediate,Beginner,Intermediate","Communication,Swift,Interaction Design,CI/CD,User Research,Responsive Design,Django,Node.js,PHP,Troubleshooting,JavaScript,Scrum"
608,EMP_609,Gerianne Mallall,"Python,Adobe XD,Time Management,Hibernate,Flask","Approved,Rejected,Rejected,Rejected,Rejected","Python,Adobe XD,Time Management,Hibernate,Flask","Intermediate,Beginner,Beginner,Beginner,Advanced","Data Science,Ruby,Requirements Analysis,Communication,Azure,Angular,Statistical Analysis,Google Cloud Platform,Node.js,NoSQL,Django,Network Security"
609,EMP_610,Peta MacCaig,"Problem-Solving Skills,Networking Abilities,Research Skills,HTML/CSS,Technical Proficiency (specific to the employee's field)","Approved,Rejected,Rejected,Rejected,Rejected","Problem-Solving Skills,Networking Abilities,Research Skills,HTML/CSS,Technical Proficiency (specific to the employee's field)","Intermediate,Advanced,Beginner,Beginner,Advanced","Swift,Wireframing,UI/UX Design,CI/CD,Cybersecurity,PostgreSQL,Ruby,UI/UX Design,Artificial Intelligence,Troubleshooting,Product Management,Cybersecurity"
610,EMP_611,Tulley Hendriks,"Oracle,Scikit-learn,HTML/CSS,Computer Vision,Attention to Detail","Rejected,Rejected,Rejected,Rejected,Rejected","Oracle,Scikit-learn,HTML/CSS,Computer Vision,Attention to Detail","Beginner,Beginner,Intermediate,Intermediate,Intermediate","Cryptography,Google Cloud Platform,CI/CD,Continuous Deployment,Git,Cybersecurity,CSS,Continuous Deployment,Cryptography,Network Security,Troubleshooting,Agile Methodologies"
611,EMP_612,Zach Franek,"Kubernetes,Spring Framework,Spark),Time Management,PostgreSQL","Rejected,Rejected,Rejected,Approved,Rejected","Kubernetes,Spring Framework,Spark),Time Management,PostgreSQL","Advanced,Beginner,Advanced,Advanced,Advanced","Troubleshooting,Scrum,Accessibility,Objective-C,Data Analysis,Collaboration,Accessibility,Kubernetes,SQL,Kotlin,Objective-C,Agile Methodologies"
612,EMP_613,Martica Szabo,"Research Skills,Git,Kubernetes,IoT Development,RESTful APIs","Approved,Rejected,Approved,Rejected,Rejected","Research Skills,Git,Kubernetes,IoT Development,RESTful APIs","Intermediate,Beginner,Advanced,Beginner,Advanced","Scrum,Troubleshooting,MySQL,Artificial Intelligence,Vue.js,Cryptography,Continuous Integration,DevOps,UI/UX Design,Accessibility,Flask,CSS"
613,EMP_614,Kimberley Cramb,"HTML/CSS,GraphQL,Python,Jenkins,MySQL","Approved,Approved,Approved,Approved,Approved","HTML/CSS,GraphQL,Python,Jenkins,MySQL","Intermediate,Beginner,Advanced,Beginner,Advanced","MySQL,Penetration Testing,SQL,CI/CD,Google Cloud Platform,HTML,Angular,Accessibility,Continuous Deployment,HTML,Vue.js,Wireframing"
614,EMP_615,Jozef Tubbs,"Docker,Adobe XD,PyTorch,Google Cloud Platform,Technical Proficiency (specific to the employee's field)","Approved,Rejected,Rejected,Rejected,Rejected","Docker,Adobe XD,PyTorch,Google Cloud Platform,Technical Proficiency (specific to the employee's field)","Advanced,Beginner,Advanced,Advanced,Beginner","Microservices,HTML,Google Cloud Platform,CSS,User Stories,Node.js,Information Security,Docker,Penetration Testing,Docker,GraphQL,Ruby"
615,EMP_616,Floria Sessions,"Xcode,Networking Abilities,JavaScript,TensorFlow,Selenium","Approved,Approved,Approved,Rejected,Approved","Xcode,Networking Abilities,JavaScript,TensorFlow,Selenium","Intermediate,Advanced,Advanced,Advanced,Advanced","Data Visualization,SQL,Docker,NoSQL,User Research,Vue.js,Cybersecurity,Communication,Vue.js,Technical Writing,Machine Learning,Penetration Testing"
616,EMP_617,Audry Molyneaux,"Time Management,Teamwork and Collaboration,HTML/CSS,PyTorch,Oracle","Approved,Approved,Rejected,Rejected,Approved","Time Management,Teamwork and Collaboration,HTML/CSS,PyTorch,Oracle","Advanced,Intermediate,Beginner,Beginner,Intermediate","MySQL,Git,Statistical Analysis,Vue.js,Information Security,Prototyping,Continuous Integration,Product Management,Responsive Design,Network Security,RESTful API,Git"
617,EMP_618,Kaylil Hemstead,"React.js,Adaptability,Java,RESTful APIs,TensorFlow","Approved,Rejected,Rejected,Rejected,Rejected","React.js,Adaptability,Java,RESTful APIs,TensorFlow","Beginner,Intermediate,Advanced,Intermediate,Advanced","GraphQL,Network Security,PostgreSQL,Troubleshooting,Problem Solving,Artificial Intelligence,Information Security,Product Management,PHP,Vue.js,JavaScript,Support"
618,EMP_619,Aurie Paling,"Jenkins,SQL,Scikit-learn,Git,Google Cloud Platform","Approved,Approved,Rejected,Approved,Rejected","Jenkins,SQL,Scikit-learn,Git,Google Cloud Platform","Beginner,Intermediate,Intermediate,Intermediate,Beginner","Data Visualization,C#,Objective-C,C#,Data Visualization,Microservices,Accessibility,Kubernetes,Business Analysis,Docker,Java,MySQL"
619,EMP_620,Kelly Chatan,"JavaScript,Scikit-learn,Flask,Android Studio,Ethereum)","Approved,Rejected,Approved,Approved,Rejected","JavaScript,Scikit-learn,Flask,Android Studio,Ethereum)","Beginner,Beginner,Intermediate,Advanced,Intermediate","Vue.js,Kubernetes,C#,Test-Driven Development,Django,MySQL,Kotlin,Angular,CI/CD,Network Security,Ruby,Technical Writing"
620,EMP_621,Coralie Elgood,"Time Management,IoT Development,Computer Vision,Creativity and Innovation,Computer Vision","Approved,Approved,Rejected,Approved,Approved","Time Management,IoT Development,Computer Vision,Creativity and Innovation,Computer Vision","Advanced,Beginner,Intermediate,Intermediate,Intermediate","Swift,Cryptography,React,Cryptography,PostgreSQL,Objective-C,GraphQL,Prototyping,Business Analysis,Technical Writing,Cybersecurity,Python"
621,EMP_622,Wilma Beig,"Adaptability,JIRA,Raspberry Pi,UI/UX Design Principles,MongoDB","Rejected,Rejected,Rejected,Rejected,Approved","Adaptability,JIRA,Raspberry Pi,UI/UX Design Principles,MongoDB","Advanced,Intermediate,Advanced,Beginner,Advanced","MongoDB,UI/UX Design,Continuous Deployment,Statistical Analysis,Django,Scrum,Data Analysis,Penetration Testing,Technical Writing,Test-Driven Development,User Stories,Wireframing"
622,EMP_623,Delila MacCafferky,"Scikit-learn,Communication Skills,Project Management Skills,Raspberry Pi,RESTful APIs","Approved,Approved,Rejected,Rejected,Approved","Scikit-learn,Communication Skills,Project Management Skills,Raspberry Pi,RESTful APIs","Intermediate,Beginner,Advanced,Intermediate,Advanced","Flask,Swift,JavaScript,Documentation,SQL,Data Visualization,Agile Product Management,React,MongoDB,PHP,Support,Problem Solving"
623,EMP_624,Bridgette Donaher,"Firebase,Node.js,React.js,Google Cloud Platform,Communication Skills","Approved,Approved,Approved,Approved,Approved","Firebase,Node.js,React.js,Google Cloud Platform,Communication Skills","Advanced,Intermediate,Intermediate,Beginner,Intermediate","React,User Research,Machine Learning,Java,Data Analysis,Accessibility,CSS,Accessibility,SQL,Wireframing,Collaboration,Agile Product Management"
624,EMP_625,Clari Gartery,"HTML/CSS,Big Data Technologies (Hadoop,Flask,AWS,Creativity and Innovation","Approved,Approved,Approved,Rejected,Rejected","HTML/CSS,Big Data Technologies (Hadoop,Flask,AWS,Creativity and Innovation","Advanced,Beginner,Intermediate,Advanced,Beginner","UI/UX Design,User Research,Cryptography,Scrum,Data Visualization,Node.js,Test-Driven Development,Troubleshooting,Accessibility,MySQL,Continuous Deployment,Flask"
625,EMP_626,Liza Bastone,"Adaptability,JIRA,SQL,Problem-Solving Skills,Flask","Rejected,Approved,Rejected,Rejected,Rejected","Adaptability,JIRA,SQL,Problem-Solving Skills,Flask","Beginner,Advanced,Beginner,Beginner,Advanced","Interaction Design,Machine Learning,CSS,Cryptography,Collaboration,Information Security,User Research,Continuous Integration,JavaScript,CSS,Node.js,Cybersecurity"
626,EMP_627,Dewie Brittan,"Scikit-learn,Attention to Detail,Docker,Jenkins,Android Studio","Approved,Rejected,Approved,Approved,Rejected","Scikit-learn,Attention to Detail,Docker,Jenkins,Android Studio","Beginner,Advanced,Advanced,Intermediate,Beginner","Objective-C,Information Security,Product Management,Scrum,Agile Product Management,Java,Machine Learning,Requirements Analysis,Wireframing,Azure,Java,Google Cloud Platform"
627,EMP_628,Sheeree Utteridge,"Flask,Oracle,Azure,Technical Proficiency (specific to the employee's field),PyTorch","Approved,Rejected,Rejected,Approved,Rejected","Flask,Oracle,Azure,Technical Proficiency (specific to the employee's field),PyTorch","Advanced,Beginner,Beginner,Beginner,Beginner","User Research,Django,SQL,User Stories,PHP,Python,Java,Python,NoSQL,Agile Methodologies,Network Security,AWS"
628,EMP_629,Dianemarie Baxstare,"React.js,Django,Git,Analytical Skills,PostgreSQL","Rejected,Rejected,Approved,Approved,Approved","React.js,Django,Git,Analytical Skills,PostgreSQL","Advanced,Beginner,Intermediate,Intermediate,Beginner","Java,Leadership,CSS,Documentation,Swift,Continuous Integration,JavaScript,DevOps,Scrum,Product Management,Prototyping,Continuous Deployment"
629,EMP_630,Sigismundo Atley,"Node.js,Figma,Django,Scikit-learn,Git","Rejected,Approved,Approved,Rejected,Rejected","Node.js,Figma,Django,Scikit-learn,Git","Advanced,Beginner,Beginner,Beginner,Advanced","Test-Driven Development,Information Security,Leadership,Kubernetes,Statistical Analysis,React,Agile Product Management,SQL,Product Management,Data Analysis,Interaction Design,Cybersecurity"
630,EMP_631,Quintina Wiggall,"Spring Framework,Spring Framework,Google Cloud Platform,Blockchain Development (Solidity,Leadership Abilities","Approved,Approved,Rejected,Rejected,Approved","Spring Framework,Spring Framework,Google Cloud Platform,Blockchain Development (Solidity,Leadership Abilities","Intermediate,Advanced,Intermediate,Advanced,Advanced","Data Science,Containerization,PHP,User Research,Wireframing,MongoDB,GraphQL,Prototyping,Information Security,Support,MongoDB,CSS"
631,EMP_632,Chelsae Dunbobbin,"Django,RESTful APIs,Project Management Skills,Raspberry Pi,Attention to Detail","Approved,Rejected,Rejected,Rejected,Rejected","Django,RESTful APIs,Project Management Skills,Raspberry Pi,Attention to Detail","Intermediate,Beginner,Beginner,Beginner,Advanced","Cybersecurity,Prototyping,Troubleshooting,GraphQL,Containerization,Git,PHP,Problem Solving,Interaction Design,MySQL,DevOps,Data Visualization"
632,EMP_633,Virgilio Parman,"Angular,JavaScript,AWS,Teamwork and Collaboration,Teamwork and Collaboration","Rejected,Rejected,Approved,Rejected,Approved","Angular,JavaScript,AWS,Teamwork and Collaboration,Teamwork and Collaboration","Advanced,Advanced,Intermediate,Advanced,Advanced","Continuous Integration,Data Analysis,Kotlin,Scrum,Problem Solving,Data Science,PostgreSQL,Data Science,Support,Responsive Design,Objective-C,UI/UX Design"
633,EMP_634,Blair Chin,"Attention to Detail,AWS,Technical Proficiency (specific to the employee's field),Big Data Technologies (Hadoop,Computer Vision","Rejected,Approved,Rejected,Rejected,Approved","Attention to Detail,AWS,Technical Proficiency (specific to the employee's field),Big Data Technologies (Hadoop,Computer Vision","Intermediate,Advanced,Advanced,Beginner,Advanced","Cryptography,Leadership,Ruby,Continuous Deployment,Prototyping,Troubleshooting,Interaction Design,Problem Solving,Artificial Intelligence,Collaboration,Agile Product Management,JavaScript"
634,EMP_635,Biddie Boutell,"Creativity and Innovation,MySQL,Adobe XD,Hibernate,GraphQL","Rejected,Rejected,Rejected,Rejected,Approved","Creativity and Innovation,MySQL,Adobe XD,Hibernate,GraphQL","Advanced,Beginner,Beginner,Advanced,Advanced","DevOps,Leadership,Collaboration,PHP,NoSQL,CSS,Information Security,AWS,GraphQL,Information Security,Continuous Integration,Docker"
635,EMP_636,Dagny Cannell,"Django,Jenkins,Big Data Technologies (Hadoop,Computer Vision,Jenkins","Approved,Rejected,Rejected,Rejected,Approved","Django,Jenkins,Big Data Technologies (Hadoop,Computer Vision,Jenkins","Intermediate,Beginner,Advanced,Beginner,Advanced","Angular,Flask,AWS,Troubleshooting,Microservices,Problem Solving,C#,Continuous Deployment,Interaction Design,Communication,Ruby,Leadership"
636,EMP_637,Maure Moffet,"Angular,Communication Skills,HTML/CSS,Adaptability,SQL","Rejected,Approved,Approved,Approved,Approved","Angular,Communication Skills,HTML/CSS,Adaptability,SQL","Advanced,Intermediate,Advanced,Beginner,Beginner","Artificial Intelligence,Documentation,Google Cloud Platform,UI/UX Design,CSS,Scrum,Vue.js,C#,Information Security,Interaction Design,User Research,Product Management"
637,EMP_638,Boyd Thamelt,"Leadership Abilities,MongoDB,Figma,HTML/CSS,Time Management","Approved,Approved,Rejected,Rejected,Approved","Leadership Abilities,MongoDB,Figma,HTML/CSS,Time Management","Beginner,Intermediate,Advanced,Beginner,Beginner","Support,Troubleshooting,PHP,Vue.js,CSS,Cybersecurity,User Research,Git,Containerization,Continuous Integration,Data Science,Wireframing"
638,EMP_639,Lory Moodie,"Analytical Skills,Node.js,Problem-Solving Skills,JIRA,Flask","Rejected,Rejected,Approved,Rejected,Approved","Analytical Skills,Node.js,Problem-Solving Skills,JIRA,Flask","Beginner,Beginner,Beginner,Advanced,Intermediate","Communication,Scrum,DevOps,Vue.js,JavaScript,Ruby,UI/UX Design,SQL,Accessibility,Java,.NET,Scrum"
639,EMP_640,Gamaliel Fasey,"React.js,Selenium,Analytical Skills,GraphQL,Blockchain Development (Solidity","Rejected,Approved,Rejected,Rejected,Rejected","React.js,Selenium,Analytical Skills,GraphQL,Blockchain Development (Solidity","Beginner,Beginner,Intermediate,Advanced,Advanced",".NET,Product Management,HTML,RESTful API,Machine Learning,SQL,Scrum,MongoDB,Collaboration,Product Management,Prototyping,Continuous Integration"
640,EMP_641,Leah Livingstone,"Communication Skills,Natural Language Processing (NLP),UI/UX Design Principles,Arduino,Node.js","Approved,Approved,Rejected,Approved,Rejected","Communication Skills,Natural Language Processing (NLP),UI/UX Design Principles,Arduino,Node.js","Beginner,Advanced,Advanced,Beginner,Beginner","Requirements Analysis,MongoDB,.NET,.NET,Data Analysis,Node.js,Agile Methodologies,DevOps,Support,Containerization,Interaction Design,Technical Writing"
